ID,Location,Area,Bedroom,Bathroom,Frontage,Floors,Price
253004,"Nha Trang, Khánh Hòa",100,3.0,3.0,0,5.0,7.1 tỷ
253003,"Châu Thành A, Hậu Giang",90,2.0,2.0,1,2.0,1.4 tỷ
252998,"Tân Bình, TP Hồ Chí Minh",85,,,1,2.0,6 tỷ
252993,"Đống Đa, Hà Nội",50,4.0,,0,,5.95 tỷ
252992,"Ba Đình, Hà Nội",53,4.0,3.0,1,5.0,5.9 tỷ
252991,"Quận 7, TP Hồ Chí Minh",8,4.0,3.0,0,4.0,7.5 tỷ
252989,"Quận 9, TP Hồ Chí Minh",99,4.0,3.0,1,3.0,7.6 tỷ
252987,"Gò Vấp, TP Hồ Chí Minh",45,2.0,2.0,0,2.0,3 tỷ
252979,"Thủ Đức, TP Hồ Chí Minh",83,3.0,2.0,1,2.0,4.55 tỷ
252975,"Quận 10, TP Hồ Chí Minh",40,4.0,3.0,0,3.0,7.6 tỷ
252974,"Hải Châu, Đà Nẵng",117,4.0,,1,,6700000 tỷ
252965,"Quận 2, TP Hồ Chí Minh",75,4.0,3.0,1,3.0,4.8 tỷ
252959,"Hoàng Mai, Hà Nội",56,,,0,5.0,5.8 tỷ
252958,"Hoàng Mai, Hà Nội",56,,,0,5.0,5.8 tỷ
252956,"Bình Tân, TP Hồ Chí Minh",62,4.0,4.0,0,,6.1 tỷ
252955,"Hai Bà Trưng, Hà Nội",42,3.0,3.0,1,,6.1 tỷ
252954,"Quận 10, TP Hồ Chí Minh",38,4.0,3.0,1,3.0,10.5 tỷ
252953,"Hoàng Mai, Hà Nội",45,6.0,4.0,0,5.0,4.18 tỷ
252952,"Hai Bà Trưng, Hà Nội",60,,,0,,9 tỷ
252951,"Biên Hòa, Đồng Nai",178,2.0,,0,,623 triệu
252950,"Ba Đình, Hà Nội",60,1.0,,1,5.0,240 triệu
252946,"Cầu Giấy, Hà Nội",30,3.0,4.0,0,5.0,3.75 tỷ
252945,"Cầu Giấy, Hà Nội",30,3.0,4.0,0,5.0,3.75 tỷ
252944,"Phú Nhuận, TP Hồ Chí Minh",42,3.0,3.0,1,3.0,7.2 tỷ
252943,"Bình Thạnh, TP Hồ Chí Minh",56,3.0,4.0,0,3.0,6.1 tỷ
252942,"Phú Nhuận, TP Hồ Chí Minh",30,2.0,2.0,0,,4.7 tỷ
252941,"Phú Nhuận, TP Hồ Chí Minh",54,4.0,5.0,1,7.0,8.6 tỷ
252937,"Châu Thành A, Hậu Giang",85,2.0,2.0,1,3.0,1.4 tỷ
252933,"Quận 3, TP Hồ Chí Minh",42,2.0,2.0,1,,5.6 tỷ
252931,"Long Biên, Hà Nội",65,,,0,7.0,9.1 tỷ
252930,"Phú Nhuận, TP Hồ Chí Minh",60,4.0,4.0,0,5.0,9.4 tỷ
252925,"Phú Nhuận, TP Hồ Chí Minh",48,2.0,2.0,0,2.0,5.4 tỷ
252922,"Phú Nhuận, TP Hồ Chí Minh",48,4.0,4.0,0,7.0,6.25 tỷ
252919,"Tân Bình, TP Hồ Chí Minh",75,4.0,,1,3.0,7.9 tỷ
252916,"Thuận An, Bình Dương",315,3.0,2.0,1,,5.9 tỷ
252911,"Long Biên, Hà Nội",65,,,0,,5.7 tỷ
252909,"Bình Thạnh, TP Hồ Chí Minh",60,4.0,5.0,0,3.0,7.4 tỷ
252906,"Bình Thạnh, TP Hồ Chí Minh",40.8,3.0,3.0,0,3.0,6 tỷ
252905,"Quận 7, TP Hồ Chí Minh",39,2.0,2.0,0,,1.8 tỷ
252904,"Thanh Trì, Hà Nội",240,,,1,,28.5 tỷ
252901,"Biên Hòa, Đồng Nai",178,2.0,1.0,0,,3.5 tỷ
252900,"Quận 7, TP Hồ Chí Minh",40,2.0,2.0,0,,2.3 tỷ
252897,"Biên Hòa, Đồng Nai",100,3.0,2.0,0,2.0,3.65 tỷ
252896,"Biên Hòa, Đồng Nai",140,,,1,,8 tỷ
252895,"Chơn Thành, Bình Phước",70,2.0,2.0,1,,880 triệu
252894,"Thanh Xuân, Hà Nội",36,3.0,3.0,0,4.0,4.8 tỷ
252893,"Hoàng Mai, Hà Nội",37,,,1,5.0,3.95 tỷ
252892,"Hóc Môn, TP Hồ Chí Minh",80,,,0,,460 triệu
252891,"Tân Bình, TP Hồ Chí Minh",89,3.0,3.0,1,2.0,12.2 tỷ
252887,"Đà Lạt, Lâm Đồng",70,4.0,4.0,0,2.0,6.5 tỷ
252885,"Tây Hồ, Hà Nội",37,5.0,4.0,0,5.0,5 tỷ
252883,"Đống Đa, Hà Nội",42,6.0,,0,6.0,5.5 tỷ
252877,"Quận 7, TP Hồ Chí Minh",156,,8.0,0,,9.95 tỷ
252875,"Tân Phú, TP Hồ Chí Minh",56,5.0,5.0,1,4.0,7.1 tỷ
252873,"Thanh Khê, Đà Nẵng",68,4.0,,0,3.0,3890000 tỷ
252872,"Biên Hòa, Đồng Nai",27,2.0,1.0,0,3.0,1.35 tỷ
252867,"Quy Nhơn, Bình Định",216,,,0,5.0,7 tỷ
252866,"Biên Hòa, Đồng Nai",420,10.0,,1,,20 tỷ
252865,"Thanh Trì, Hà Nội",45,3.0,,0,,3 tỷ
252859,"Hóc Môn, TP Hồ Chí Minh",60,4.0,3.0,0,7.0,650000 tỷ
252857,"Cầu Giấy, Hà Nội",55,7.0,,1,2.0,14.8 tỷ
252852,"Hoàng Mai, Hà Nội",56,,,0,5.0,5.8 tỷ
252851,"Hoàng Mai, Hà Nội",56,,,0,5.0,5.8 tỷ
252849,"Thanh Trì, Hà Nội",33,3.0,,0,5.0,2.35 tỷ
252842,"Ba Đình, Hà Nội",55,4.0,3.0,1,5.0,5.9 tỷ
252841,"Phú Nhuận, TP Hồ Chí Minh",63,4.0,5.0,1,7.0,8.5 tỷ
252840,"Phú Nhuận, TP Hồ Chí Minh",63,4.0,5.0,1,7.0,8.5 tỷ
252839,"Phú Nhuận, TP Hồ Chí Minh",52,4.0,4.0,0,3.0,8.2 tỷ
252832,"Tân Bình, TP Hồ Chí Minh",60,4.0,5.0,0,3.0,8.4 tỷ
252831,"Gò Vấp, TP Hồ Chí Minh",52,,,0,,4 tỷ
252828,"Biên Hòa, Đồng Nai",70,3.0,3.0,0,3.0,2800 tỷ
252826,"Tân Bình, TP Hồ Chí Minh",63,4.0,5.0,1,7.0,8.5 tỷ
252824,"Quận 7, TP Hồ Chí Minh",51,4.0,5.0,0,9.0,5.25 tỷ
252823,"Biên Hòa, Đồng Nai",73,3.0,,0,3.0,2600 tỷ
252822,"Quận 10, TP Hồ Chí Minh",21,3.0,2.0,0,4.0,4.8 tỷ
252814,"Hoàng Mai, Hà Nội",62,6.0,7.0,1,5.0,8.6 tỷ
252812,"Thanh Trì, Hà Nội",38,3.0,,0,,3.2 tỷ
252811,"Hoàng Mai, Hà Nội",63,6.0,7.0,1,5.0,8.6 tỷ
252810,"Hoàng Mai, Hà Nội",63,6.0,7.0,1,5.0,8.6 tỷ
252808,"Từ Sơn, Bắc Ninh",180,,,1,,10 tỷ
252807,"Hà Đông, Hà Nội",46,2.0,2.0,1,2.0,5 tỷ
252806,"Quận 8, TP Hồ Chí Minh",65,3.0,2.0,1,3.0,4.5 tỷ
252805,"Bình Tân, TP Hồ Chí Minh",275,6.0,7.0,1,3.0,24.75 tỷ
252804,"Cầu Giấy, Hà Nội",50,4.0,,0,7.0,11.3 tỷ
252801,"Thủ Đức, TP Hồ Chí Minh",140,,,0,4.0,11 tỷ
252799,"Bình Tân, TP Hồ Chí Minh",90,,,0,3.0,4.1 tỷ
252797,"Thanh Xuân, Hà Nội",40,,,1,4.0,4.5 tỷ
252796,"Bình Tân, TP Hồ Chí Minh",75,,,1,3.0,2.7 tỷ
252795,"Bình Tân, TP Hồ Chí Minh",80,5.0,,1,3.0,9.2 tỷ
252794,"Bình Tân, TP Hồ Chí Minh",80,5.0,,1,3.0,9.2 tỷ
252793,"Ba Đình, Hà Nội",53,4.0,3.0,1,4.0,5.8 tỷ
252791,"Hải Châu, Đà Nẵng",53,2.0,2.0,1,2.0,2.8 tỷ
252784,"Đống Đa, Hà Nội",36,4.0,4.0,1,5.0,5 tỷ
252780,"Ba Đình, Hà Nội",60,1.0,,0,5.0,5 tỷ
252775,"Biên Hòa, Đồng Nai",215,4.0,3.0,1,,6.2 tỷ
252773,"Thanh Trì, Hà Nội",83,3.0,2.0,1,2.0,4.8 tỷ
252772,"Thanh Trì, Hà Nội",83,3.0,2.0,1,2.0,4.8 tỷ
252767,"Thủ Đức, TP Hồ Chí Minh",140,,,0,4.0,11 tỷ
252765,"Biên Hòa, Đồng Nai",63,3.0,2.0,0,3.0,3.75 tỷ
252764,"Từ Sơn, Bắc Ninh",180,5.0,5.0,1,,10 tỷ
252761,"Hải Châu, Đà Nẵng",76,,,0,,4.1 tỷ
252759,"Tân Bình, TP Hồ Chí Minh",200,5.0,3.0,0,4.0,8.4 tỷ
252755,"Quận 2, TP Hồ Chí Minh",60,2.0,2.0,0,2.0,2.7 tỷ
252750,"Tân Phú, TP Hồ Chí Minh",54,4.0,5.0,1,7.0,6.6 tỷ
252748,"Tân Bình, TP Hồ Chí Minh",52,4.0,4.0,0,3.0,6.2 tỷ
252747,"Hải Châu, Đà Nẵng",75,,,0,2.0,3.55 tỷ
252746,"Phú Nhuận, TP Hồ Chí Minh",60,4.0,5.0,0,3.0,8.4 tỷ
252744,"Bình Thạnh, TP Hồ Chí Minh",42,2.0,2.0,1,,4.6 tỷ
252742,"Bình Thạnh, TP Hồ Chí Minh",48,4.0,4.0,0,7.0,5.85 tỷ
252740,"Phú Nhuận, TP Hồ Chí Minh",42,3.0,3.0,1,3.0,6.1 tỷ
252739,"Biên Hòa, Đồng Nai",66,2.0,2.0,0,3.0,2.1 tỷ
252738,"Bình Thạnh, TP Hồ Chí Minh",56,3.0,4.0,0,3.0,6.4 tỷ
252736,"Tân Bình, TP Hồ Chí Minh",51,3.0,4.0,1,4.0,5.8 tỷ
252719,"Châu Thành A, Hậu Giang",90,2.0,2.0,1,2.0,1.4 tỷ
252717,"Quận 2, TP Hồ Chí Minh",50,2.0,2.0,1,2.0,2.5 tỷ
252715,"Gò Vấp, TP Hồ Chí Minh",48,2.0,2.0,1,,3 tỷ
252713,"Gò Vấp, TP Hồ Chí Minh",31,2.0,2.0,0,2.0,3.79 tỷ
252711,"Vị Thanh, Hậu Giang",100,,,0,4.0,4.8 tỷ
252707,"Thủ Đức, TP Hồ Chí Minh",66,,,1,3.0,4.35 tỷ
252706,"Đống Đa, Hà Nội",30,1.0,,0,4.0,2.2 tỷ
252703,"Dĩ An, Bình Dương",600,,,0,7.0,15 tỷ
252697,"Tân Phú, TP Hồ Chí Minh",30,2.0,2.0,0,,4.7 tỷ
252693,"Tân Phú, TP Hồ Chí Minh",48,2.0,2.0,0,2.0,4.4 tỷ
252692,"Phú Nhuận, TP Hồ Chí Minh",49,3.0,3.0,0,,6.4 tỷ
252689,"Biên Hòa, Đồng Nai",46,3.0,2.0,0,2.0,2.15 tỷ
252688,"Tân Bình, TP Hồ Chí Minh",60,4.0,4.0,0,5.0,9.4 tỷ
252685,"Biên Hòa, Đồng Nai",66,2.0,2.0,0,2.0,2.1 tỷ
252682,"Phú Nhuận, TP Hồ Chí Minh",34,3.0,3.0,0,4.0,5.85 tỷ
252679,"Hai Bà Trưng, Hà Nội",19,2.0,2.0,0,2.0,1.85 tỷ
252675,"Liên Chiểu, Đà Nẵng",60,4.0,3.0,1,3.0,3.2 tỷ
252674,"Liên Chiểu, Đà Nẵng",80,4.0,,1,3.0,5.6 tỷ
252673,"Tân Bình, TP Hồ Chí Minh",55,4.0,4.0,0,12.0,10.2 tỷ
252672,"Gò Vấp, TP Hồ Chí Minh",58,3.0,2.0,0,2.0,4.15 tỷ
252671,"Thanh Khê, Đà Nẵng",80,4.0,4.0,0,,4.8 tỷ
252670,"Quận 8, TP Hồ Chí Minh",33,2.0,2.0,0,,1.45 tỷ
252669,"Liên Chiểu, Đà Nẵng",95,3.0,,1,1.0,5.8 tỷ
252668,"Hai Bà Trưng, Hà Nội",160,,,1,,29 tỷ
252667,"Quận 7, TP Hồ Chí Minh",33,2.0,2.0,0,2.0,1.75 tỷ
252665,"Gò Vấp, TP Hồ Chí Minh",40,,,0,2.0,116 triệu
252664,"Quận 9, TP Hồ Chí Minh",76,4.0,3.0,1,3.0,7.4 tỷ
252663,"Tân Bình, TP Hồ Chí Minh",150,,,0,4.0,17.7 tỷ
252661,"Bình Tân, TP Hồ Chí Minh",275,6.0,,0,2.0,2475 tỷ
252658,"Ba Đình, Hà Nội",40,3.0,4.0,1,6.0,6 tỷ
252656,"Hải Châu, Đà Nẵng",70,,,0,,3.5 tỷ
252648,"Biên Hòa, Đồng Nai",66,2.0,2.0,0,2.0,2.1 tỷ
252646,"Biên Hòa, Đồng Nai",60,2.0,2.0,0,3.0,3.05 tỷ
252645,"Tân Phú, TP Hồ Chí Minh",48,2.0,3.0,0,,1.78 tỷ
252644,"Tân Phú, TP Hồ Chí Minh",45,2.0,3.0,0,,1.65 tỷ
252643,"Tân Bình, TP Hồ Chí Minh",199,,,1,,27 tỷ
252642,"Biên Hòa, Đồng Nai",50,2.0,2.0,0,2.0,2.3 tỷ
252641,"Long Biên, Hà Nội",38,2.0,1.0,0,5.0,4050000 tỷ
252639,"Tân Phú, TP Hồ Chí Minh",199,23.0,,0,23.0,25 tỷ
252637,"Hóc Môn, TP Hồ Chí Minh",40,,3.0,1,,500 triệu
252636,"Biên Hòa, Đồng Nai",83,3.0,2.0,0,,3.75 tỷ
252634,"Quận 10, TP Hồ Chí Minh",35,,,1,4.0,9500 tỷ
252633,"Bình Tân, TP Hồ Chí Minh",51,4.0,3.0,0,3.0,4.4 tỷ
252632,"Biên Hòa, Đồng Nai",80,3.0,,1,,4300 tỷ
252630,"Bình Thạnh, TP Hồ Chí Minh",46,2.0,1.0,0,2.0,2900000 tỷ
252629,"Quận 11, TP Hồ Chí Minh",90,,,0,,11 tỷ
252628,"Thủ Đức, TP Hồ Chí Minh",89,1.0,1.0,1,,5.7 tỷ
252627,"Bình Tân, TP Hồ Chí Minh",60,4.0,5.0,0,,6.5 tỷ
252623,"Quận 7, TP Hồ Chí Minh",38,5.0,4.0,1,8.0,7.6 tỷ
252622,"Quận 10, TP Hồ Chí Minh",115,2.0,,1,,46.9 tỷ
252621,"Bình Tân, TP Hồ Chí Minh",56,5.0,4.0,0,4.0,5.5 tỷ
252620,"Hoàng Mai, Hà Nội",40,3.0,4.0,1,,4.35 tỷ
252619,"Hoàng Mai, Hà Nội",41,3.0,4.0,1,,4.38 tỷ
252618,"Cầu Giấy, Hà Nội",35,4.0,3.0,0,4.0,3.99 tỷ
252615,"Thanh Trì, Hà Nội",40,4.0,,0,,3.55 tỷ
252614,"Bình Tân, TP Hồ Chí Minh",60,,,0,2.0,2.95 tỷ
252613,"Bình Tân, TP Hồ Chí Minh",40,,,1,2.0,3.3 tỷ
252610,"Sơn Trà, Đà Nẵng",196,3.0,3.0,0,3.0,8 tỷ
252609,"Thanh Khê, Đà Nẵng",75,4.0,,0,1.0,4.25 tỷ
252602,"Thanh Khê, Đà Nẵng",68,4.0,,0,3.0,4.85 tỷ
252597,"Bình Tân, TP Hồ Chí Minh",60,,,0,,4 tỷ
252594,"Quận 7, TP Hồ Chí Minh",40,2.0,2.0,0,2.0,2.8 tỷ
252591,"Gò Vấp, TP Hồ Chí Minh",31,2.0,2.0,0,2.0,3.79 tỷ
252589,"Bình Thạnh, TP Hồ Chí Minh",108.5,,,1,,19 tỷ
252587,"Quận 10, TP Hồ Chí Minh",115,10.0,6.0,1,4.0,31 tỷ
252585,"Gò Vấp, TP Hồ Chí Minh",48,2.0,2.0,1,,3 tỷ
252584,"Thanh Xuân, Hà Nội",78,3.0,3.0,0,5.0,7 tỷ
252579,"Từ Sơn, Bắc Ninh",120,,,0,3.0,8 tỷ
252576,"Thủ Đức, TP Hồ Chí Minh",45.5,1.0,1.0,0,2.0,2.75 tỷ
252575,"Biên Hòa, Đồng Nai",78,3.0,2.0,0,,1.95 tỷ
252572,"Phú Nhuận, TP Hồ Chí Minh",46,4.0,4.0,0,,8.9 tỷ
252571,"Tân Bình, TP Hồ Chí Minh",49,3.0,3.0,0,,6.4 tỷ
252569,"Tân Bình, TP Hồ Chí Minh",48,3.0,4.0,0,3.0,7.9 tỷ
252567,"Liên Chiểu, Đà Nẵng",108,2.0,1.0,1,2.0,3.35 tỷ
252565,"Tân Phú, TP Hồ Chí Minh",48,3.0,4.0,0,3.0,5.9 tỷ
252564,"Gò Vấp, TP Hồ Chí Minh",40,2.0,2.0,0,3.0,2.8 tỷ
252563,"Biên Hòa, Đồng Nai",131,3.0,2.0,0,3.0,5.3 tỷ
252560,"Tây Hồ, Hà Nội",47,5.0,4.0,0,,6.3 tỷ
252559,"Tân Bình, TP Hồ Chí Minh",54,4.0,5.0,1,4.0,11.6 tỷ
252558,"Hóc Môn, TP Hồ Chí Minh",80,,2.0,1,3.0,495 triệu
252557,"Thanh Xuân, Hà Nội",60,19.0,19.0,1,8.0,11.5 tỷ
252555,"Vĩnh Cửu, Đồng Nai",93,4.0,4.0,0,,2.05 tỷ
252554,"Bình Thạnh, TP Hồ Chí Minh",60,3.0,3.0,0,3.0,8.7 tỷ
252552,"Tân Bình, TP Hồ Chí Minh",30,2.0,2.0,0,,4.7 tỷ
252551,"Long Biên, Hà Nội",35,,,1,,3.98 tỷ
252550,"Phú Nhuận, TP Hồ Chí Minh",34,3.0,3.0,0,4.0,5.85 tỷ
252549,"Tân Bình, TP Hồ Chí Minh",63,4.0,5.0,1,7.0,8.5 tỷ
252548,"Bình Thạnh, TP Hồ Chí Minh",38,3.0,3.0,0,5.0,6.2 tỷ
252547,"Phú Nhuận, TP Hồ Chí Minh",52,4.0,4.0,0,3.0,7.9 tỷ
252546,"Hải Châu, Đà Nẵng",65,,,0,,3.5 tỷ
252545,"Bình Thạnh, TP Hồ Chí Minh",49,3.0,3.0,0,,6.4 tỷ
252544,"Tân Bình, TP Hồ Chí Minh",45,3.0,4.0,1,7.0,7.8 tỷ
252543,"Long Biên, Hà Nội",40,4.0,3.0,0,4.0,3.2 tỷ
252542,"Tân Phú, TP Hồ Chí Minh",36,2.0,2.0,1,2.0,4 tỷ
252541,"Phú Nhuận, TP Hồ Chí Minh",60,3.0,3.0,0,3.0,8.7 tỷ
252540,"Bình Thạnh, TP Hồ Chí Minh",52,4.0,4.0,0,3.0,8.2 tỷ
252539,"Thanh Trì, Hà Nội",46,,,0,,4.1 tỷ
252538,"Phú Nhuận, TP Hồ Chí Minh",38,3.0,3.0,0,5.0,6.2 tỷ
252537,"Nam Từ Liêm, Hà Nội",57,,,1,,7.95 tỷ
252533,"Phú Nhuận, TP Hồ Chí Minh",48,2.0,2.0,0,2.0,6.1 tỷ
252532,"Quận 7, TP Hồ Chí Minh",44.8,2.0,2.0,0,2.0,2.43 tỷ
252529,"Tân Phú, TP Hồ Chí Minh",60,4.0,4.0,0,5.0,6.4 tỷ
252528,"Phú Nhuận, TP Hồ Chí Minh",30,2.0,2.0,0,,4.7 tỷ
252527,"Biên Hòa, Đồng Nai",63,3.0,2.0,0,4.0,3.75 tỷ
252525,"Quận 10, TP Hồ Chí Minh",75,5.0,6.0,0,5.0,17.5 tỷ
252524,"Quận 9, TP Hồ Chí Minh",152,5.0,3.0,1,2.0,10 tỷ
252523,"Ba Đình, Hà Nội",65,3.0,3.0,1,3.0,5.5 tỷ
252520,"Biên Hòa, Đồng Nai",70,3.0,2.0,0,3.0,2.8 tỷ
252519,"Quận 7, TP Hồ Chí Minh",38.5,2.0,2.0,0,2.0,1.85 tỷ
252518,"Thanh Trì, Hà Nội",81,1.0,1.0,1,,5.6 tỷ
252517,"Phú Nhuận, TP Hồ Chí Minh",42,3.0,3.0,1,3.0,6.1 tỷ
252514,"Quận 9, TP Hồ Chí Minh",30,2.0,2.0,1,2.0,1.85 tỷ
252510,"Sơn Trà, Đà Nẵng",80,4.0,3.0,1,3.0,9.1 tỷ
252509,"Bình Thạnh, TP Hồ Chí Minh",58,4.0,4.0,0,5.0,8.6 tỷ
252506,"Phú Nhuận, TP Hồ Chí Minh",49,3.0,3.0,0,,6.4 tỷ
252505,"Phú Nhuận, TP Hồ Chí Minh",60,3.0,3.0,0,3.0,8.7 tỷ
252504,"Phú Nhuận, TP Hồ Chí Minh",48,3.0,4.0,0,3.0,7.9 tỷ
252502,"Quận 3, TP Hồ Chí Minh",38,3.0,3.0,0,5.0,6.2 tỷ
252501,"Phú Nhuận, TP Hồ Chí Minh",30,2.0,2.0,0,,4.7 tỷ
252499,"Gò Vấp, TP Hồ Chí Minh",40,5.0,3.0,0,5.0,4.2 tỷ
252498,"Đống Đa, Hà Nội",36,,3.0,0,3.0,4 tỷ
252497,"Quận 7, TP Hồ Chí Minh",90,5.0,3.0,1,2.0,8 tỷ
252496,"Quận 7, TP Hồ Chí Minh",90,5.0,3.0,1,2.0,8 tỷ
252488,"Huế, Thừa Thiên Huế",154,4.0,3.0,0,3.0,4.75 tỷ
252486,"Châu Thành A, Hậu Giang",85,2.0,2.0,0,2.0,1.4 tỷ
252484,"Thanh Trì, Hà Nội",36,,,0,,3.4 tỷ
252477,"Biên Hòa, Đồng Nai",80,3.0,2.0,0,2.0,2650000000 tỷ
252474,"Nha Trang, Khánh Hòa",49,4.0,4.0,1,5.0,13.5 tỷ
252473,"Đức Hòa, Long An",40,2.0,2.0,0,2.0,470 triệu
252471,"Tân Bình, TP Hồ Chí Minh",54,4.0,4.0,1,4.0,5.95 tỷ
252469,"Tân Uyên, Bình Dương",95,,,1,3.0,2.1 tỷ
252467,"Thủ Đức, TP Hồ Chí Minh",87,2.0,2.0,0,3.0,8.7 tỷ
252464,"Đà Lạt, Lâm Đồng",72,3.0,3.0,0,3.0,8.2 tỷ
252461,"Tây Hồ, Hà Nội",46,5.0,5.0,0,5.0,5.6 tỷ
252460,"Cầu Giấy, Hà Nội",30,3.0,4.0,0,5.0,3.75 tỷ
252459,"Huế, Thừa Thiên Huế",154,4.0,4.0,0,3.0,4.75 tỷ
252458,"Đà Lạt, Lâm Đồng",65,6.0,6.0,0,3.0,9.8 tỷ
252452,"Gò Vấp, TP Hồ Chí Minh",86,3.0,2.0,0,2.0,4.3 tỷ
252440,"Hải Châu, Đà Nẵng",89,2.0,,1,,4.2 tỷ
252439,"Nha Trang, Khánh Hòa",135,3.0,3.0,1,3.0,112 triệu
252477,"Biên Hòa, Đồng Nai",80,3.0,2.0,0,2.0,2650000000 tỷ
252474,"Nha Trang, Khánh Hòa",49,4.0,4.0,1,5.0,13.5 tỷ
252473,"Đức Hòa, Long An",40,2.0,2.0,0,2.0,470 triệu
252471,"Tân Bình, TP Hồ Chí Minh",54,4.0,4.0,1,4.0,5.95 tỷ
252469,"Tân Uyên, Bình Dương",95,,,1,3.0,2.1 tỷ
252467,"Thủ Đức, TP Hồ Chí Minh",87,2.0,2.0,0,3.0,8.7 tỷ
252464,"Đà Lạt, Lâm Đồng",72,3.0,3.0,0,3.0,8.2 tỷ
252461,"Tây Hồ, Hà Nội",46,5.0,5.0,0,5.0,5.6 tỷ
252460,"Cầu Giấy, Hà Nội",30,3.0,4.0,0,5.0,3.75 tỷ
252459,"Huế, Thừa Thiên Huế",154,4.0,4.0,0,3.0,4.75 tỷ
252458,"Đà Lạt, Lâm Đồng",65,6.0,6.0,0,3.0,9.8 tỷ
252452,"Gò Vấp, TP Hồ Chí Minh",86,3.0,2.0,0,2.0,4.3 tỷ
252440,"Hải Châu, Đà Nẵng",89,2.0,,1,,4.2 tỷ
252439,"Nha Trang, Khánh Hòa",135,3.0,3.0,1,3.0,112 triệu
252438,"Thủ Đức, TP Hồ Chí Minh",68,3.0,4.0,0,5.0,7.5 tỷ
252437,"Hoàng Mai, Hà Nội",45,4.0,4.0,1,5.0,3.8 tỷ
252433,"Thanh Trì, Hà Nội",37,4.0,,0,,3.3 tỷ
252431,"Thanh Trì, Hà Nội",35,3.0,,1,5.0,2.95 tỷ
252430,"Ba Đình, Hà Nội",40,4.0,4.0,1,5.0,5.45 tỷ
252429,"Thanh Khê, Đà Nẵng",80,3.0,,1,2.0,2.9 tỷ
252427,"Long Biên, Hà Nội",48,,,0,,3.45 tỷ
252424,"Quận 2, TP Hồ Chí Minh",50,3.0,3.0,1,3.0,2.7 tỷ
252423,"Long Biên, Hà Nội",60,,,0,6.0,16.5 tỷ
252422,"Bình Tân, TP Hồ Chí Minh",68,4.0,5.0,0,4.0,6.1 tỷ
252417,"Bình Tân, TP Hồ Chí Minh",120,3.0,2.0,1,2.0,5.2 tỷ
252416,"Bình Tân, TP Hồ Chí Minh",150,,,1,3.0,3.5 tỷ
252414,"Thanh Trì, Hà Nội",74,4.0,,1,4.0,6.65 tỷ
252413,"Liên Chiểu, Đà Nẵng",72,4.0,,1,4.0,5.6 tỷ
252412,"Long Biên, Hà Nội",47,,2.0,1,5.0,3.5 tỷ
252407,"Phú Nhuận, TP Hồ Chí Minh",46,4.0,4.0,0,,8.9 tỷ
252405,"Biên Hòa, Đồng Nai",70,3.0,2.0,0,3.0,2.8 tỷ
252403,"Hà Đông, Hà Nội",35,4.0,,1,,4.98 tỷ
252400,"Tân Phú, TP Hồ Chí Minh",56,3.0,4.0,0,3.0,5.4 tỷ
252398,"Thanh Khê, Đà Nẵng",57,3.0,2.0,1,2.0,2.9 tỷ
252393,"Phú Nhuận, TP Hồ Chí Minh",60,4.0,4.0,0,5.0,8.4 tỷ
252389,"Bình Tân, TP Hồ Chí Minh",40,4.0,1.0,1,1.0,4.9 tỷ
252386,"Phú Nhuận, TP Hồ Chí Minh",42,3.0,3.0,1,3.0,6.1 tỷ
252386,"Phú Nhuận, TP Hồ Chí Minh",42,3.0,3.0,1,3.0,6.1 tỷ
252382,"Tân Bình, TP Hồ Chí Minh",38,5.0,,0,5.0,5.1 tỷ
252381,"Tân Phú, TP Hồ Chí Minh",63,4.0,5.0,1,7.0,7.5 tỷ
252377,"Tân Phú, TP Hồ Chí Minh",52,4.0,4.0,0,3.0,6.2 tỷ
252376,"Long Thành, Đồng Nai",291,2.0,2.0,0,,2.5 tỷ
252374,"Hoàng Mai, Hà Nội",38,4.0,4.0,0,5.0,3.5 tỷ
252373,"Tân Bình, TP Hồ Chí Minh",48,2.0,2.0,0,2.0,6.1 tỷ
252372,"Tân Bình, TP Hồ Chí Minh",38,3.0,,0,5.0,6.6 tỷ
252370,"Bình Thạnh, TP Hồ Chí Minh",33,2.0,2.0,0,2.0,3.8 tỷ
252367,"Phú Nhuận, TP Hồ Chí Minh",54,4.0,5.0,1,4.0,11.6 tỷ
252365,"Tân Bình, TP Hồ Chí Minh",30,2.0,2.0,0,,3.5 tỷ
252364,"Quận 9, TP Hồ Chí Minh",110,4.0,3.0,1,3.0,8.3 tỷ
252362,"Tân Phú, TP Hồ Chí Minh",36,4.0,3.0,0,7.0,2.83 tỷ
252361,"Hóc Môn, TP Hồ Chí Minh",70,3.0,2.0,0,2.0,720 nghìn
252360,"Tân Phú, TP Hồ Chí Minh",46,4.0,3.0,0,4.0,4.25 tỷ
252358,"Phú Nhuận, TP Hồ Chí Minh",46,4.0,4.0,0,,8.9 tỷ
252357,"Cầu Giấy, Hà Nội",50,,,0,7.0,11.3 tỷ
252356,"Từ Sơn, Bắc Ninh",180,5.0,5.0,1,,10 tỷ
252355,"Ba Đình, Hà Nội",40,4.0,3.0,0,5.0,5.45 tỷ
252351,"Đông Anh, Hà Nội",53,,,1,4.0,13 tỷ
252348,"Vị Thanh, Hậu Giang",100,,,0,,5 tỷ
252339,"Biên Hòa, Đồng Nai",182,5.0,3.0,1,3.0,7.3 triệu
